REF_DATE,GEO,DGUID,Structural type of dwelling,Coordinate,Total - Household,Number of persons in private households,Average household size
2021,"Sarnia (CA), Ont.",2021S0504562,Apartment in a building that has five or more storeys,93.7,3985,5765,1.5
2021,"Sarnia (CA), Ont.",2021S0504562,Other single-attached house,93.8,70,125,1.7
2021,"Sarnia (CA), Ont.",2021S0504562,Movable dwelling,93.9,50,70,1.5
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Total - Structural type of dwelling,94.1,34415,75415,2.2
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Single-detached house,94.2,22985,55265,2.4
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Semi-detached house,94.3,1825,4360,2.4
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Row house,94.4,945,2250,2.4
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Apartment or flat in a duplex,94.5,1445,2805,1.9
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Apartment in a building that has fewer than five storeys,94.6,4965,7530,1.5
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Apartment in a building that has five or more storeys,94.7,2060,2880,1.4
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Other single-attached house,94.8,100,170,1.8
2021,"Sault Ste. Marie (CA), Ont.",2021S0504590,Movable dwelling,94.9,85,155,1.8
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Total - Structural type of dwelling,95.1,179225,425480,2.4
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Single-detached house,95.2,118195,305150,2.6
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Semi-detached house,95.3,9680,24980,2.6
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Row house,95.4,12390,28315,2.3
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Apartment or flat in a duplex,95.5,6415,13540,2.1
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Apartment in a building that has fewer than five storeys,95.6,20985,34465,1.6
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Apartment in a building that has five or more storeys,95.7,10430,16745,1.6
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Other single-attached house,95.8,580,1155,2.0
2021,"St. Catharines - Niagara (CMA), Ont.",2021S0503539,Movable dwelling,95.9,550,1130,2.1
2021,"Stratford (CA), Ont.",2021S0504553,Total - Structural type of dwelling,96.1,14740,32480,2.2
2021,"Stratford (CA), Ont.",2021S0504553,Single-detached house,96.2,7805,19345,2.5
2021,"Stratford (CA), Ont.",2021S0504553,Semi-detached house,96.3,1530,3915,2.6
2021,"Stratford (CA), Ont.",2021S0504553,Row house,96.4,935,2090,2.2
2021,"Stratford (CA), Ont.",2021S0504553,Apartment or flat in a duplex,96.5,670,1280,1.9
2021,"Stratford (CA), Ont.",2021S0504553,Apartment in a building that has fewer than five storeys,96.6,2950,4570,1.6
2021,"Stratford (CA), Ont.",2021S0504553,Apartment in a building that has five or more storeys,96.7,815,1200,1.5
2021,"Stratford (CA), Ont.",2021S0504553,Other single-attached house,96.8,30,70,2.4
2021,"Stratford (CA), Ont.",2021S0504553,Movable dwelling,96.9,5,5,
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Total - Structural type of dwelling,97.1,54210,120960,2.2
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Single-detached house,97.2,37170,89790,2.4
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Semi-detached house,97.3,2095,5515,2.6
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Row house,97.4,1490,3720,2.5
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Apartment or flat in a duplex,97.5,2435,5020,2.1
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Apartment in a building that has fewer than five storeys,97.6,7925,12565,1.6
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Apartment in a building that has five or more storeys,97.7,2580,3345,1.3
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Other single-attached house,97.8,120,215,1.8
2021,"Thunder Bay (CMA), Ont.",2021S0503595,Movable dwelling,97.9,405,780,2.0
2021,"Tillsonburg (CA), Ont.",2021S0504546,Total - Structural type of dwelling,98.1,8230,18295,2.2
2021,"Tillsonburg (CA), Ont.",2021S0504546,Single-detached house,98.2,5575,13575,2.4
2021,"Tillsonburg (CA), Ont.",2021S0504546,Semi-detached house,98.3,285,635,2.2
2021,"Tillsonburg (CA), Ont.",2021S0504546,Row house,98.4,500,1055,2.1
2021,"Tillsonburg (CA), Ont.",2021S0504546,Apartment or flat in a duplex,98.5,205,430,2.1
2021,"Tillsonburg (CA), Ont.",2021S0504546,Apartment in a building that has fewer than five storeys,98.6,1135,1790,1.6
2021,"Tillsonburg (CA), Ont.",2021S0504546,Apartment in a building that has five or more storeys,98.7,500,745,1.5
2021,"Tillsonburg (CA), Ont.",2021S0504546,Other single-attached house,98.8,25,55,2.2
2021,"Tillsonburg (CA), Ont.",2021S0504546,Movable dwelling,98.9,10,15,2.0
2021,"Timmins (CA), Ont.",2021S0504586,Total - Structural type of dwelling,99.1,17885,40310,2.3
2021,"Timmins (CA), Ont.",2021S0504586,Single-detached house,99.2,11650,28515,2.5
2021,"Timmins (CA), Ont.",2021S0504586,Semi-detached house,99.3,1185,2835,2.4
2021,"Timmins (CA), Ont.",2021S0504586,Row house,99.4,605,1475,2.4
2021,"Timmins (CA), Ont.",2021S0504586,Apartment or flat in a duplex,99.5,1100,2130,1.9
2021,"Timmins (CA), Ont.",2021S0504586,Apartment in a building that has fewer than five storeys,99.6,2480,4105,1.7
2021,"Timmins (CA), Ont.",2021S0504586,Apartment in a building that has five or more storeys,99.7,515,610,1.2
2021,"Timmins (CA), Ont.",2021S0504586,Other single-attached house,99.8,85,160,1.8
2021,"Timmins (CA), Ont.",2021S0504586,Movable dwelling,99.9,265,480,1.8
2021,"Toronto (CMA), Ont.",2021S0503535,Total - Structural type of dwelling,100.1,2262475,6142885,2.7
2021,"Toronto (CMA), Ont.",2021S0503535,Single-detached house,100.2,883125,2881530,3.3
2021,"Toronto (CMA), Ont.",2021S0503535,Semi-detached house,100.3,164585,522940,3.2
2021,"Toronto (CMA), Ont.",2021S0503535,Row house,100.4,210100,624465,3.0
2021,"Toronto (CMA), Ont.",2021S0503535,Apartment or flat in a duplex,100.5,90500,262590,2.9
2021,"Toronto (CMA), Ont.",2021S0503535,Apartment in a building that has fewer than five storeys,100.6,215325,461540,2.1
2021,"Toronto (CMA), Ont.",2021S0503535,Apartment in a building that has five or more storeys,100.7,694735,1379180,2.0
2021,"Toronto (CMA), Ont.",2021S0503535,Other single-attached house,100.8,3470,9295,2.7
2021,"Toronto (CMA), Ont.",2021S0503535,Movable dwelling,100.9,630,1340,2.1
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Total - Structural type of dwelling,101.1,10810,24585,2.3
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Single-detached house,101.2,8935,20905,2.3
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Semi-detached house,101.3,250,635,2.5
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Row house,101.4,910,1810,2.0
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Apartment or flat in a duplex,101.5,145,360,2.5
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Apartment in a building that has fewer than five storeys,101.6,510,750,1.5
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Apartment in a building that has five or more storeys,101.7,5,5,
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Other single-attached house,101.8,25,70,2.8
2021,"Wasaga Beach (CA), Ont.",2021S0504565,Movable dwelling,101.9,30,50,1.6
2021,"Windsor (CMA), Ont.",2021S0503559,Total - Structural type of dwelling,102.1,165665,415500,2.5
2021,"Windsor (CMA), Ont.",2021S0503559,Single-detached house,102.2,115355,317885,2.8
2021,"Windsor (CMA), Ont.",2021S0503559,Semi-detached house,102.3,7495,19485,2.6
2021,"Windsor (CMA), Ont.",2021S0503559,Row house,102.4,9235,21410,2.3
2021,"Windsor (CMA), Ont.",2021S0503559,Apartment or flat in a duplex,102.5,4665,10520,2.3
2021,"Windsor (CMA), Ont.",2021S0503559,Apartment in a building that has fewer than five storeys,102.6,13905,23325,1.7
2021,"Windsor (CMA), Ont.",2021S0503559,Apartment in a building that has five or more storeys,102.7,14110,21245,1.5
2021,"Windsor (CMA), Ont.",2021S0503559,Other single-attached house,102.8,155,350,2.2
2021,"Windsor (CMA), Ont.",2021S0503559,Movable dwelling,102.9,745,1275,1.7
2021,"Woodstock (CA), Ont.",2021S0504544,Total - Structural type of dwelling,103.1,18885,45945,2.4
2021,"Woodstock (CA), Ont.",2021S0504544,Single-detached house,103.2,10855,29920,2.8
2021,"Woodstock (CA), Ont.",2021S0504544,Semi-detached house,103.3,1450,3805,2.6
2021,"Woodstock (CA), Ont.",2021S0504544,Row house,103.4,2205,5250,2.4
2021,"Woodstock (CA), Ont.",2021S0504544,Apartment or flat in a duplex,103.5,385,790,2.0
2021,"Woodstock (CA), Ont.",2021S0504544,Apartment in a building that has fewer than five storeys,103.6,2285,3610,1.6
2021,"Woodstock (CA), Ont.",2021S0504544,Apartment in a building that has five or more storeys,103.7,1680,2515,1.5
2021,"Woodstock (CA), Ont.",2021S0504544,Other single-attached house,103.8,25,55,2.4
2021,"Woodstock (CA), Ont.",2021S0504544,Movable dwelling,103.9,0,0,0.0
2021,Manitoba,2021A000246,Total - Structural type of dwelling,104.1,518055,1307185,2.5
2021,Manitoba,2021A000246,Single-detached house,104.2,343990,957740,2.8
2021,Manitoba,2021A000246,Semi-detached house,104.3,18185,51560,2.8
2021,Manitoba,2021A000246,Row house,104.4,19720,50225,2.6
2021,Manitoba,2021A000246,Apartment or flat in a duplex,104.5,7445,17940,2.4
2021,Manitoba,2021A000246,Apartment in a building that has fewer than five storeys,104.6,74865,135380,1.8
2021,Manitoba,2021A000246,Apartment in a building that has five or more storeys,104.7,43665,71160,1.6
2021,Manitoba,2021A000246,Other single-attached house,104.8,600,1360,2.3
2021,Manitoba,2021A000246,Movable dwelling,104.9,9590,21820,2.3
2021,"Brandon (CA), Man.",2021S0504610,Total - Structural type of dwelling,105.1,22285,52750,2.4
2021,"Brandon (CA), Man.",2021S0504610,Single-detached house,105.2,12075,32070,2.7
2021,"Brandon (CA), Man.",2021S0504610,Semi-detached house,105.3,915,2380,2.6
2021,"Brandon (CA), Man.",2021S0504610,Row house,105.4,1600,4185,2.6
2021,"Brandon (CA), Man.",2021S0504610,Apartment or flat in a duplex,105.5,530,1235,2.3
2021,"Brandon (CA), Man.",2021S0504610,Apartment in a building that has fewer than five storeys,105.6,5220,9685,1.9
2021,"Brandon (CA), Man.",2021S0504610,Apartment in a building that has five or more storeys,105.7,725,855,1.2
2021,"Brandon (CA), Man.",2021S0504610,Other single-attached house,105.8,35,65,1.9
2021,"Brandon (CA), Man.",2021S0504610,Movable dwelling,105.9,1190,2270,1.9
2021,"Portage la Prairie (CA), Man.",2021S0504607,Total - Structural type of dwelling,106.1,5640,12830,2.3
2021,"Portage la Prairie (CA), Man.",2021S0504607,Single-detached house,106.2,3970,9750,2.5
2021,"Portage la Prairie (CA), Man.",2021S0504607,Semi-detached house,106.3,145,365,2.6
2021,"Portage la Prairie (CA), Man.",2021S0504607,Row house,106.4,345,895,2.6
2021,"Portage la Prairie (CA), Man.",2021S0504607,Apartment or flat in a duplex,106.5,45,95,2.1
2021,"Portage la Prairie (CA), Man.",2021S0504607,Apartment in a building that has fewer than five storeys,106.6,800,1220,1.5
2021,"Portage la Prairie (CA), Man.",2021S0504607,Apartment in a building that has five or more storeys,106.7,260,335,1.3
2021,"Portage la Prairie (CA), Man.",2021S0504607,Other single-attached house,106.8,5,20,2.8
2021,"Portage la Prairie (CA), Man.",2021S0504607,Movable dwelling,106.9,85,155,1.9
2021,"Steinbach (CA), Man.",2021S0504605,Total - Structural type of dwelling,107.1,6835,17580,2.6
2021,"Steinbach (CA), Man.",2021S0504605,Single-detached house,107.2,3755,11460,3.1
2021,"Steinbach (CA), Man.",2021S0504605,Semi-detached house,107.3,625,1610,2.6
2021,"Steinbach (CA), Man.",2021S0504605,Row house,107.4,295,535,1.8
2021,"Steinbach (CA), Man.",2021S0504605,Apartment or flat in a duplex,107.5,260,550,2.2
2021,"Steinbach (CA), Man.",2021S0504605,Apartment in a building that has fewer than five storeys,107.6,1490,2800,1.9
2021,"Steinbach (CA), Man.",2021S0504605,Apartment in a building that has five or more storeys,107.7,250,285,1.1
2021,"Steinbach (CA), Man.",2021S0504605,Other single-attached house,107.8,10,15,2.4
2021,"Steinbach (CA), Man.",2021S0504605,Movable dwelling,107.9,160,320,2.0
2021,"Thompson (CA), Man.",2021S0504640,Total - Structural type of dwelling,108.1,4675,12885,2.8
2021,"Thompson (CA), Man.",2021S0504640,Single-detached house,108.2,2300,6965,3.0
2021,"Thompson (CA), Man.",2021S0504640,Semi-detached house,108.3,165,585,3.5
2021,"Thompson (CA), Man.",2021S0504640,Row house,108.4,440,1490,3.4
2021,"Thompson (CA), Man.",2021S0504640,Apartment or flat in a duplex,108.5,5,15,3.2
2021,"Thompson (CA), Man.",2021S0504640,Apartment in a building that has fewer than five storeys,108.6,1180,2410,2.1
2021,"Thompson (CA), Man.",2021S0504640,Apartment in a building that has five or more storeys,108.7,150,365,2.4
2021,"Thompson (CA), Man.",2021S0504640,Other single-attached house,108.8,5,15,3.6
2021,"Thompson (CA), Man.",2021S0504640,Movable dwelling,108.9,435,1050,2.4
2021,"Winkler (CA), Man.",2021S0504603,Total - Structural type of dwelling,109.1,11365,32215,2.8
2021,"Winkler (CA), Man.",2021S0504603,Single-detached house,109.2,7940,25335,3.2
2021,"Winkler (CA), Man.",2021S0504603,Semi-detached house,109.3,690,1730,2.5
2021,"Winkler (CA), Man.",2021S0504603,Row house,109.4,1030,1980,1.9
2021,"Winkler (CA), Man.",2021S0504603,Apartment or flat in a duplex,109.5,55,115,2.1
2021,"Winkler (CA), Man.",2021S0504603,Apartment in a building that has fewer than five storeys,109.6,845,1435,1.7
2021,"Winkler (CA), Man.",2021S0504603,Apartment in a building that has five or more storeys,109.7,355,450,1.3
2021,"Winkler (CA), Man.",2021S0504603,Other single-attached house,109.8,5,20,2.8
2021,"Winkler (CA), Man.",2021S0504603,Movable dwelling,109.9,440,1145,2.6
2021,"Winnipeg (CMA), Man.",2021S0503602,Total - Structural type of dwelling,110.1,330325,819715,2.5
2021,"Winnipeg (CMA), Man.",2021S0503602,Single-detached house,110.2,199120,558565,2.8
2021,"Winnipeg (CMA), Man.",2021S0503602,Semi-detached house,110.3,12395,36330,2.9
2021,"Winnipeg (CMA), Man.",2021S0503602,Row house,110.4,12290,33060,2.7
2021,"Winnipeg (CMA), Man.",2021S0503602,Apartment or flat in a duplex,110.5,5600,13670,2.4
2021,"Winnipeg (CMA), Man.",2021S0503602,Apartment in a building that has fewer than five storeys,110.6,57665,106095,1.8
2021,"Winnipeg (CMA), Man.",2021S0503602,Apartment in a building that has five or more storeys,110.7,41295,67860,1.6
2021,"Winnipeg (CMA), Man.",2021S0503602,Other single-attached house,110.8,310,730,2.3
2021,"Winnipeg (CMA), Man.",2021S0503602,Movable dwelling,110.9,1655,3405,2.1
2021,Saskatchewan,2021A000247,Total - Structural type of dwelling,111.1,449580,1103200,2.5
2021,Saskatchewan,2021A000247,Single-detached house,111.2,322070,848435,2.6
2021,Saskatchewan,2021A000247,Semi-detached house,111.3,13680,34800,2.5
2021,Saskatchewan,2021A000247,Row house,111.4,19860,46755,2.4
2021,Saskatchewan,2021A000247,Apartment or flat in a duplex,111.5,11240,25610,2.3
2021,Saskatchewan,2021A000247,Apartment in a building that has fewer than five storeys,111.6,61855,109745,1.8
2021,Saskatchewan,2021A000247,Apartment in a building that has five or more storeys,111.7,11040,15625,1.4
2021,Saskatchewan,2021A000247,Other single-attached house,111.8,755,1530,2.0
2021,Saskatchewan,2021A000247,Movable dwelling,111.9,9090,20705,2.3
2021,"Estevan (CA), Sask.",2021S0504750,Total - Structural type of dwelling,112.1,5340,12555,2.4
2021,"Estevan (CA), Sask.",2021S0504750,Single-detached house,112.2,3680,9460,2.6
2021,"Estevan (CA), Sask.",2021S0504750,Semi-detached house,112.3,160,380,2.3
2021,"Estevan (CA), Sask.",2021S0504750,Row house,112.4,160,305,1.9
2021,"Estevan (CA), Sask.",2021S0504750,Apartment or flat in a duplex,112.5,75,180,2.4
2021,"Estevan (CA), Sask.",2021S0504750,Apartment in a building that has fewer than five storeys,112.6,935,1490,1.6
2021,"Estevan (CA), Sask.",2021S0504750,Apartment in a building that has five or more storeys,112.7,45,55,1.2
2021,"Estevan (CA), Sask.",2021S0504750,Other single-attached house,112.8,10,20,1.8
2021,"Estevan (CA), Sask.",2021S0504750,Movable dwelling,112.9,280,675,2.4
2021,"Moose Jaw (CA), Sask.",2021S0504715,Total - Structural type of dwelling,113.1,15215,34155,2.2
2021,"Moose Jaw (CA), Sask.",2021S0504715,Single-detached house,113.2,10755,26295,2.4
2021,"Moose Jaw (CA), Sask.",2021S0504715,Semi-detached house,113.3,430,1155,2.7
2021,"Moose Jaw (CA), Sask.",2021S0504715,Row house,113.4,440,1010,2.3
2021,"Moose Jaw (CA), Sask.",2021S0504715,Apartment or flat in a duplex,113.5,355,730,2.0
2021,"Moose Jaw (CA), Sask.",2021S0504715,Apartment in a building that has fewer than five storeys,113.6,2250,3560,1.6
2021,"Moose Jaw (CA), Sask.",2021S0504715,Apartment in a building that has five or more storeys,113.7,635,765,1.2
2021,"Moose Jaw (CA), Sask.",2021S0504715,Other single-attached house,113.8,75,135,1.8
2021,"Moose Jaw (CA), Sask.",2021S0504715,Movable dwelling,113.9,270,510,1.9
2021,"North Battleford (CA), Sask.",2021S0504735,Total - Structural type of dwelling,114.1,7865,18785,2.4
2021,"North Battleford (CA), Sask.",2021S0504735,Single-detached house,114.2,5625,14595,2.6
2021,"North Battleford (CA), Sask.",2021S0504735,Semi-detached house,114.3,265,645,2.4
2021,"North Battleford (CA), Sask.",2021S0504735,Row house,114.4,250,510,2.1
2021,"North Battleford (CA), Sask.",2021S0504735,Apartment or flat in a duplex,114.5,110,285,2.5
2021,"North Battleford (CA), Sask.",2021S0504735,Apartment in a building that has fewer than five storeys,114.6,1195,2005,1.7
2021,"North Battleford (CA), Sask.",2021S0504735,Apartment in a building that has five or more storeys,114.7,150,170,1.2
2021,"North Battleford (CA), Sask.",2021S0504735,Other single-attached house,114.8,35,55,1.4
2021,"North Battleford (CA), Sask.",2021S0504735,Movable dwelling,114.9,235,515,2.2
2021,"Prince Albert (CA), Sask.",2021S0504745,Total - Structural type of dwelling,115.1,17060,43330,2.5
2021,"Prince Albert (CA), Sask.",2021S0504745,Single-detached house,115.2,11740,32090,2.7
2021,"Prince Albert (CA), Sask.",2021S0504745,Semi-detached house,115.3,485,1405,2.9
2021,"Prince Albert (CA), Sask.",2021S0504745,Row house,115.4,495,1475,3.0
2021,"Prince Albert (CA), Sask.",2021S0504745,Apartment or flat in a duplex,115.5,310,730,2.4
2021,"Prince Albert (CA), Sask.",2021S0504745,Apartment in a building that has fewer than five storeys,115.6,3145,6100,1.9
2021,"Prince Albert (CA), Sask.",2021S0504745,Apartment in a building that has five or more storeys,115.7,620,875,1.4
2021,"Prince Albert (CA), Sask.",2021S0504745,Other single-attached house,115.8,10,30,2.2
2021,"Prince Albert (CA), Sask.",2021S0504745,Movable dwelling,115.9,255,610,2.4
2021,"Regina (CMA), Sask.",2021S0503705,Total - Structural type of dwelling,116.1,100210,244950,2.4
2021,"Regina (CMA), Sask.",2021S0503705,Single-detached house,116.2,65495,175500,2.7
2021,"Regina (CMA), Sask.",2021S0503705,Semi-detached house,116.3,2710,7305,2.7
2021,"Regina (CMA), Sask.",2021S0503705,Row house,116.4,6190,15735,2.5
2021,"Regina (CMA), Sask.",2021S0503705,Apartment or flat in a duplex,116.5,2215,5300,2.4
2021,"Regina (CMA), Sask.",2021S0503705,Apartment in a building that has fewer than five storeys,116.6,18660,33490,1.8
2021,"Regina (CMA), Sask.",2021S0503705,Apartment in a building that has five or more storeys,116.7,4390,6530,1.5
2021,"Regina (CMA), Sask.",2021S0503705,Other single-attached house,116.8,40,75,1.7
2021,"Regina (CMA), Sask.",2021S0503705,Movable dwelling,116.9,495,1005,2.0
2021,"Saskatoon (CMA), Sask.",2021S0503725,Total - Structural type of dwelling,117.1,125100,311515,2.5
2021,"Saskatoon (CMA), Sask.",2021S0503725,Single-detached house,117.2,73660,206125,2.8
2021,"Saskatoon (CMA), Sask.",2021S0503725,Semi-detached house,117.3,4605,13090,2.8
2021,"Saskatoon (CMA), Sask.",2021S0503725,Row house,117.4,8255,19935,2.4
2021,"Saskatoon (CMA), Sask.",2021S0503725,Apartment or flat in a duplex,117.5,6800,15740,2.3
2021,"Saskatoon (CMA), Sask.",2021S0503725,Apartment in a building that has fewer than five storeys,117.6,26060,47705,1.8
2021,"Saskatoon (CMA), Sask.",2021S0503725,Apartment in a building that has five or more storeys,117.7,4725,6655,1.4
2021,"Saskatoon (CMA), Sask.",2021S0503725,Other single-attached house,117.8,55,120,2.2
2021,"Saskatoon (CMA), Sask.",2021S0503725,Movable dwelling,117.9,945,2140,2.3
2021,"Swift Current (CA), Sask.",2021S0504720,Total - Structural type of dwelling,118.1,7950,18060,2.3
2021,"Swift Current (CA), Sask.",2021S0504720,Single-detached house,118.2,5360,13515,2.5
2021,"Swift Current (CA), Sask.",2021S0504720,Semi-detached house,118.3,395,730,1.9
2021,"Swift Current (CA), Sask.",2021S0504720,Row house,118.4,365,650,1.8
2021,"Swift Current (CA), Sask.",2021S0504720,Apartment or flat in a duplex,118.5,165,350,2.1
2021,"Swift Current (CA), Sask.",2021S0504720,Apartment in a building that has fewer than five storeys,118.6,1285,2160,1.7
2021,"Swift Current (CA), Sask.",2021S0504720,Apartment in a building that has five or more storeys,118.7,105,115,1.1
2021,"Swift Current (CA), Sask.",2021S0504720,Other single-attached house,118.8,10,15,1.8
2021,"Swift Current (CA), Sask.",2021S0504720,Movable dwelling,118.9,270,525,2.0
2021,"Weyburn (CA), Sask.",2021S0504755,Total - Structural type of dwelling,119.1,5090,11825,2.3
2021,"Weyburn (CA), Sask.",2021S0504755,Single-detached house,119.2,3475,9035,2.6
2021,"Weyburn (CA), Sask.",2021S0504755,Semi-detached house,119.3,140,370,2.6
2021,"Weyburn (CA), Sask.",2021S0504755,Row house,119.4,105,250,2.4
2021,"Weyburn (CA), Sask.",2021S0504755,Apartment or flat in a duplex,119.5,50,105,2.0
2021,"Weyburn (CA), Sask.",2021S0504755,Apartment in a building that has fewer than five storeys,119.6,1060,1615,1.5
2021,"Weyburn (CA), Sask.",2021S0504755,Apartment in a building that has five or more storeys,119.7,115,135,1.2
2021,"Weyburn (CA), Sask.",2021S0504755,Other single-attached house,119.8,5,15,2.8
2021,"Weyburn (CA), Sask.",2021S0504755,Movable dwelling,119.9,135,290,2.2
2021,"Yorkton (CA), Sask.",2021S0504710,Total - Structural type of dwelling,120.1,8420,19500,2.3
2021,"Yorkton (CA), Sask.",2021S0504710,Single-detached house,120.2,6310,15745,2.5
2021,"Yorkton (CA), Sask.",2021S0504710,Semi-detached house,120.3,280,575,2.1
2021,"Yorkton (CA), Sask.",2021S0504710,Row house,120.4,230,425,1.8
2021,"Yorkton (CA), Sask.",2021S0504710,Apartment or flat in a duplex,120.5,60,160,2.7
2021,"Yorkton (CA), Sask.",2021S0504710,Apartment in a building that has fewer than five storeys,120.6,1345,2180,1.6
2021,"Yorkton (CA), Sask.",2021S0504710,Apartment in a building that has five or more storeys,120.7,0,0,0.0
2021,"Yorkton (CA), Sask.",2021S0504710,Other single-attached house,120.8,0,10,0.0
2021,"Yorkton (CA), Sask.",2021S0504710,Movable dwelling,120.9,195,415,2.1
2021,Alberta,2021A000248,Total - Structural type of dwelling,121.1,1633220,4177715,2.6
2021,Alberta,2021A000248,Single-detached house,121.2,994565,2854605,2.9
2021,Alberta,2021A000248,Semi-detached house,121.3,98740,254440,2.6
2021,Alberta,2021A000248,Row house,121.4,127735,313400,2.5
2021,Alberta,2021A000248,Apartment or flat in a duplex,121.5,43730,102165,2.3
2021,Alberta,2021A000248,Apartment in a building that has fewer than five storeys,121.6,247030,430750,1.7
2021,Alberta,2021A000248,Apartment in a building that has five or more storeys,121.7,74880,117185,1.6
2021,Alberta,2021A000248,Other single-attached house,121.8,1220,2520,2.1
2021,Alberta,2021A000248,Movable dwelling,121.9,45325,102650,2.3
2021,"Brooks (CA), Alta.",2021S0504806,Total - Structural type of dwelling,122.1,5140,14645,2.9
2021,"Brooks (CA), Alta.",2021S0504806,Single-detached house,122.2,2800,8305,3.0
2021,"Brooks (CA), Alta.",2021S0504806,Semi-detached house,122.3,400,1295,3.2
2021,"Brooks (CA), Alta.",2021S0504806,Row house,122.4,565,1845,3.3
2021,"Brooks (CA), Alta.",2021S0504806,Apartment or flat in a duplex,122.5,185,525,2.9
2021,"Brooks (CA), Alta.",2021S0504806,Apartment in a building that has fewer than five storeys,122.6,795,1675,2.1
2021,"Brooks (CA), Alta.",2021S0504806,Apartment in a building that has five or more storeys,122.7,0,0,0.0
2021,"Brooks (CA), Alta.",2021S0504806,Other single-attached house,122.8,0,0,0.0
2021,"Brooks (CA), Alta.",2021S0504806,Movable dwelling,122.9,395,995,2.5
2021,"Calgary (CMA), Alta.",2021S0503825,Total - Structural type of dwelling,123.1,563440,1465175,2.6
2021,"Calgary (CMA), Alta.",2021S0503825,Single-detached house,123.2,320535,969665,3.0
2021,"Calgary (CMA), Alta.",2021S0503825,Semi-detached house,123.3,36285,93510,2.6
2021,"Calgary (CMA), Alta.",2021S0503825,Row house,123.4,55260,130890,2.4
2021,"Calgary (CMA), Alta.",2021S0503825,Apartment or flat in a duplex,123.5,21410,52550,2.5
2021,"Calgary (CMA), Alta.",2021S0503825,Apartment in a building that has fewer than five storeys,123.6,86635,149010,1.7
2021,"Calgary (CMA), Alta.",2021S0503825,Apartment in a building that has five or more storeys,123.7,40745,64610,1.6
2021,"Calgary (CMA), Alta.",2021S0503825,Other single-attached house,123.8,315,555,1.8
2021,"Calgary (CMA), Alta.",2021S0503825,Movable dwelling,123.9,2255,4385,2.0
2021,"Camrose (CA), Alta.",2021S0504833,Total - Structural type of dwelling,124.1,8135,18190,2.2
2021,"Camrose (CA), Alta.",2021S0504833,Single-detached house,124.2,5075,12735,2.5
2021,"Camrose (CA), Alta.",2021S0504833,Semi-detached house,124.3,565,1245,2.2
2021,"Camrose (CA), Alta.",2021S0504833,Row house,124.4,450,920,2.0
2021,"Camrose (CA), Alta.",2021S0504833,Apartment or flat in a duplex,124.5,200,455,2.3
2021,"Camrose (CA), Alta.",2021S0504833,Apartment in a building that has fewer than five storeys,124.6,1605,2390,1.5
2021,"Camrose (CA), Alta.",2021S0504833,Apartment in a building that has five or more storeys,124.7,60,80,1.4
2021,"Camrose (CA), Alta.",2021S0504833,Other single-attached house,124.8,10,25,2.4
2021,"Camrose (CA), Alta.",2021S0504833,Movable dwelling,124.9,170,345,2.0
2021,"Canmore (CA), Alta.",2021S0504828,Total - Structural type of dwelling,125.1,6805,15525,2.3
2021,"Canmore (CA), Alta.",2021S0504828,Single-detached house,125.2,2570,6575,2.6
2021,"Canmore (CA), Alta.",2021S0504828,Semi-detached house,125.3,565,1305,2.3
2021,"Canmore (CA), Alta.",2021S0504828,Row house,125.4,1345,2935,2.2
2021,"Canmore (CA), Alta.",2021S0504828,Apartment or flat in a duplex,125.5,380,895,2.3
2021,"Canmore (CA), Alta.",2021S0504828,Apartment in a building that has fewer than five storeys,125.6,1670,3245,1.9
